Date,Product,Region,Units_Sold,Revenue,Salesperson,Channel,Customer_Type
2022-11-27,Pistachios,North,49,859.89,Sunil,Online,Wholesale
2022-11-28,Pistachios,East,2,31.92,Ali,Online,Retail
2022-11-28,Raisins,East,3,19.41,Ali,Online,Retail
2022-11-28,Pistachios,West,19,108.11,Raj,Online,Wholesale
2022-11-28,Raisins,North,17,215.65,Anita,Offline,Wholesale
2022-11-29,Pistachios,West,10,109.85,Anita,Offline,Retail
2022-11-29,Walnuts,East,34,617.37,Anita,Offline,Retail
2022-11-30,Walnuts,South,14,129.86,Sunil,Offline,Retail
2022-12-01,Cashews,West,22,223.06,Sunil,Offline,Retail
2022-12-01,Almonds,North,4,51.49,Ali,Online,Wholesale
2022-12-02,Walnuts,South,42,576.79,Raj,Offline,Wholesale
2022-12-02,Walnuts,East,22,364.27,Raj,Offline,Wholesale
2022-12-03,Walnuts,North,34,179.63,Raj,Online,Retail
2022-12-04,Almonds,West,34,376.31,Ali,Offline,Wholesale
2022-12-04,Raisins,East,50,494.38,Anita,Online,Retail
2022-12-04,Raisins,South,19,288.81,Raj,Online,Wholesale
2022-12-05,Almonds,South,24,319.57,Raj,Offline,Retail
2022-12-06,Raisins,West,12,157.46,Ali,Online,Retail
2022-12-06,Cashews,South,38,579.26,Anita,Online,Retail
2022-12-07,Walnuts,East,8,102.17,Ali,Online,Retail
2022-12-08,Raisins,North,28,199.19,Anita,Online,Retail
2022-12-09,Almonds,West,32,243.42,Meena,Offline,Retail
2022-12-09,Pistachios,East,25,302.56,Sunil,Offline,Retail
2022-12-10,Almonds,South,21,118.15,Sunil,Offline,Wholesale
2022-12-11,Pistachios,West,14,122.55,Anita,Offline,Retail
2022-12-12,Walnuts,North,28,164.82,Raj,Offline,Retail
2022-12-13,Cashews,South,43,442.54,Meena,Online,Retail
2022-12-14,Cashews,North,50,956.26,Sunil,Offline,Retail
2022-12-14,Pistachios,South,30,275.71,Meena,Offline,Retail
2022-12-14,Almonds,West,49,365.75,Meena,Online,Wholesale
2022-12-15,Raisins,South,7,82.63,Meena,Offline,Wholesale
2022-12-15,Walnuts,West,12,220,Sunil,Online,Wholesale
2022-12-15,Almonds,East,4,67.11,Sunil,Offline,Retail
2022-12-15,Almonds,West,30,464.06,Meena,Online,Retail
2022-12-16,Raisins,South,31,281.19,Ali,Online,Retail
2022-12-16,Almonds,North,18,216.08,Meena,Online,Wholesale
2022-12-16,Cashews,West,11,84.13,Meena,Offline,Retail
2022-12-17,Pistachios,East,10,115.46,Anita,Online,Retail
2022-12-17,Pistachios,East,33,344.15,Meena,Offline,Wholesale
2022-12-17,Raisins,East,12,166.8,Sunil,Online,Retail
2022-12-18,Walnuts,West,25,450.8,Sunil,Offline,Retail
2022-12-18,Cashews,South,27,499.68,Meena,Online,Retail
2022-12-18,Pistachios,North,8,58.34,Raj,Online,Retail
2022-12-18,Cashews,East,50,322.1,Ali,Online,Retail
2022-12-19,Pistachios,South,26,302.09,Anita,Offline,Wholesale
2022-12-20,Walnuts,South,38,600.32,Raj,Offline,Retail
2022-12-20,Cashews,West,28,337.67,Ali,Online,Retail
2022-12-20,Pistachios,South,48,619.97,Anita,Offline,Wholesale
2022-12-20,Almonds,South,25,148.91,Ali,Online,Wholesale
2022-12-21,Almonds,West,42,834.38,Ali,Offline,Wholesale
2022-12-21,Almonds,West,41,391.98,Anita,Offline,Wholesale
2022-12-21,Raisins,South,39,293.8,Raj,Online,Retail
2022-12-21,Almonds,South,33,652.08,Raj,Offline,Wholesale
2022-12-22,Cashews,West,4,78.17,Ali,Offline,Retail
2022-12-22,Raisins,East,6,72.7,Sunil,Online,Retail
2022-12-22,Cashews,West,35,610.6,Meena,Online,Wholesale
2022-12-23,Cashews,East,15,146.45,Meena,Online,Wholesale
2022-12-24,Cashews,West,11,67.99,Meena,Online,Wholesale
2022-12-24,Raisins,South,26,131.92,Sunil,Online,Wholesale
2022-12-25,Pistachios,South,11,120.45,Sunil,Online,Retail
2022-12-25,Raisins,West,44,602.97,Meena,Offline,Wholesale
2022-12-25,Walnuts,South,42,341.42,Ali,Online,Wholesale
2022-12-25,Walnuts,East,42,563.26,Raj,Offline,Wholesale
2022-12-26,Raisins,South,22,271.67,Raj,Offline,Wholesale
2022-12-26,Almonds,East,6,99.6,Sunil,Offline,Wholesale
2022-12-27,Raisins,North,40,716.53,Meena,Online,Wholesale
2022-12-27,Pistachios,West,6,45.47,Anita,Offline,Wholesale
2022-12-27,Raisins,South,40,542.86,Ali,Online,Retail
2022-12-27,Cashews,North,4,52.65,Ali,Offline,Wholesale
2022-12-28,Cashews,South,46,898.46,Ali,Offline,Retail
2022-12-28,Pistachios,South,46,430.48,Ali,Online,Wholesale
2022-12-29,Pistachios,East,22,117.1,Sunil,Offline,Wholesale
2022-12-30,Pistachios,South,21,327.48,Meena,Online,Wholesale
2022-12-31,Pistachios,East,20,222.59,Raj,Online,Retail
2022-12-31,Pistachios,South,34,185.89,Ali,Offline,Retail
2023-01-01,Pistachios,East,46,772.86,Raj,Online,Retail
2023-01-02,Pistachios,West,5,71.34,Meena,Offline,Retail
2023-01-02,Cashews,East,32,579.03,Sunil,Online,Retail
2023-01-03,Walnuts,West,18,247.55,Raj,Online,Wholesale
2023-01-03,Pistachios,North,16,172,Ali,Online,Wholesale
2023-01-04,Almonds,South,37,450.22,Raj,Offline,Wholesale
2023-01-05,Raisins,South,32,577.9,Raj,Online,Retail
2023-01-05,Walnuts,South,16,234.37,Anita,Online,Wholesale
2023-01-05,Walnuts,East,35,292.83,Anita,Offline,Wholesale
2023-01-06,Walnuts,North,1,7.87,Meena,Online,Wholesale
2023-01-07,Pistachios,West,47,309.48,Raj,Offline,Retail
2023-01-07,Almonds,North,16,241.85,Ali,Offline,Retail
2023-01-07,Cashews,North,10,193.94,Sunil,Online,Retail
2023-01-08,Cashews,West,4,36.46,Ali,Offline,Wholesale
2023-01-08,Cashews,West,12,79.61,Meena,Offline,Wholesale
2023-01-08,Pistachios,East,6,111.47,Raj,Online,Wholesale
2023-01-08,Almonds,West,21,337.54,Raj,Online,Retail
2023-01-09,Walnuts,North,32,352.9,Sunil,Offline,Retail
2023-01-09,Walnuts,East,44,381.56,Anita,Online,Retail
2023-01-09,Cashews,West,9,51.83,Sunil,Offline,Retail
2023-01-09,Walnuts,North,13,159.11,Sunil,Online,Retail
2023-01-10,Pistachios,North,7,82.49,Meena,Online,Retail
2023-01-10,Pistachios,North,22,241.5,Raj,Offline,Wholesale
2023-01-10,Walnuts,North,12,158.64,Sunil,Offline,Retail
2023-01-10,Almonds,East,14,248.5,Anita,Offline,Retail
2023-01-11,Cashews,North,29,151.4,Sunil,Online,Wholesale
2023-01-11,Almonds,East,40,557.58,Meena,Online,Wholesale
2023-01-11,Almonds,South,17,293.66,Meena,Online,Retail
2023-01-12,Cashews,North,4,25.57,Raj,Online,Wholesale
2023-01-12,Cashews,West,43,711.8,Anita,Offline,Wholesale
2023-01-13,Pistachios,North,3,48.01,Anita,Offline,Retail
2023-01-14,Cashews,East,45,356.81,Ali,Online,Wholesale
2023-01-14,Raisins,East,42,521.47,Anita,Online,Wholesale
2023-01-14,Cashews,North,40,770.66,Sunil,Offline,Wholesale
2023-01-15,Almonds,North,12,76.31,Meena,Offline,Wholesale
2023-01-15,Pistachios,East,47,631.7,Sunil,Online,Wholesale
2023-01-15,Cashews,North,44,538.39,Meena,Online,Retail
2023-01-15,Raisins,South,48,689.24,Meena,Online,Retail
2023-01-16,Raisins,West,33,517.05,Raj,Online,Wholesale
2023-01-17,Cashews,North,35,419.85,Ali,Offline,Wholesale
2023-01-17,Almonds,North,47,721.54,Ali,Online,Retail
2023-01-17,Cashews,West,5,92.57,Ali,Offline,Wholesale
2023-01-17,Cashews,South,14,268.45,Raj,Offline,Wholesale
2023-01-18,Walnuts,West,42,708.12,Anita,Online,Wholesale
2023-01-18,Walnuts,North,49,405.96,Sunil,Online,Wholesale
2023-01-18,Raisins,South,20,285.52,Raj,Offline,Retail
2023-01-18,Almonds,East,5,33.67,Meena,Offline,Retail
2023-01-19,Pistachios,South,49,428.29,Ali,Online,Retail
2023-01-19,Cashews,East,29,485.47,Ali,Online,Retail
2023-01-19,Raisins,South,26,326.77,Sunil,Offline,Retail
2023-01-19,Almonds,East,1,13.08,Ali,Online,Wholesale
2023-01-20,Raisins,East,18,253.66,Ali,Online,Wholesale
2023-01-20,Walnuts,South,44,522.16,Anita,Online,Retail
2023-01-20,Cashews,South,47,381.5,Sunil,Offline,Retail
2023-01-20,Cashews,South,6,113.22,Sunil,Offline,Wholesale
2023-01-21,Walnuts,South,20,313.69,Anita,Online,Retail
2023-01-21,Walnuts,North,13,129.31,Meena,Online,Wholesale
2023-01-21,Cashews,East,1,7.19,Ali,Offline,Retail
2023-01-21,Raisins,North,18,299.78,Raj,Online,Retail
2023-01-22,Raisins,North,39,398.57,Sunil,Online,Wholesale
2023-01-22,Pistachios,South,44,410.39,Anita,Offline,Wholesale
2023-01-22,Cashews,North,2,30.68,Meena,Offline,Wholesale
2023-01-23,Pistachios,South,18,231.04,Sunil,Online,Wholesale
2023-01-24,Raisins,South,12,91.2,Ali,Online,Retail
2023-01-24,Walnuts,East,14,256.23,Anita,Offline,Retail
2023-01-25,Walnuts,East,29,483.5,Raj,Online,Retail
2023-01-26,Pistachios,West,45,262.57,Anita,Online,Retail
2023-01-26,Almonds,North,17,296.03,Ali,Online,Wholesale
2023-01-27,Pistachios,North,36,232.08,Sunil,Online,Wholesale
2023-01-27,Almonds,East,1,8.06,Raj,Offline,Wholesale
2023-01-27,Raisins,West,49,979.36,Ali,Offline,Wholesale
2023-01-27,Cashews,South,40,342.45,Raj,Offline,Retail
2023-01-28,Raisins,North,18,335.43,Raj,Offline,Retail
2023-01-28,Raisins,North,7,107.47,Raj,Online,Wholesale
2023-01-28,Cashews,South,38,248.9,Raj,Online,Wholesale
2023-01-29,Almonds,West,28,143.62,Ali,Online,Retail
2023-01-29,Walnuts,South,32,184.01,Raj,Offline,Wholesale
2023-01-29,Pistachios,West,50,266.94,Raj,Offline,Retail
2023-01-30,Raisins,North,15,231.66,Sunil,Offline,Wholesale
2023-01-31,Cashews,North,14,248.77,Anita,Offline,Retail
2023-01-31,Cashews,East,6,57.03,Meena,Offline,Wholesale
2023-02-01,Raisins,South,29,551.37,Raj,Online,Retail
2023-02-01,Walnuts,West,48,596.89,Sunil,Online,Retail
2023-02-02,Walnuts,West,8,102.59,Meena,Online,Retail
2023-02-02,Walnuts,East,50,911.1,Anita,Offline,Retail
2023-02-03,Walnuts,South,27,491.52,Sunil,Offline,Retail
2023-02-03,Walnuts,East,8,155.36,Sunil,Online,Retail
2023-02-03,Walnuts,South,25,182.64,Ali,Online,Retail
2023-02-03,Almonds,East,20,145.34,Meena,Online,Wholesale
2023-02-04,Pistachios,East,36,279.78,Sunil,Online,Retail
2023-02-04,Almonds,South,22,250.12,Sunil,Offline,Wholesale
2023-02-04,Almonds,East,27,242.53,Raj,Online,Wholesale
2023-02-05,Raisins,North,2,24.71,Sunil,Offline,Retail
2023-02-06,Almonds,North,14,263.08,Meena,Offline,Retail
2023-02-06,Raisins,West,3,42.79,Raj,Online,Retail
2023-02-07,Raisins,West,26,213.34,Sunil,Offline,Retail
2023-02-07,Walnuts,South,33,300.36,Anita,Online,Wholesale
2023-02-07,Almonds,South,26,219.87,Raj,Offline,Wholesale
2023-02-07,Cashews,East,5,34.6,Meena,Online,Wholesale
2023-02-08,Cashews,North,20,319,Meena,Offline,Retail
2023-02-08,Pistachios,North,4,46.36,Sunil,Online,Wholesale
2023-02-08,Walnuts,West,29,223.25,Raj,Offline,Wholesale
2023-02-08,Walnuts,South,35,489.86,Sunil,Offline,Wholesale
2023-02-09,Almonds,East,4,76.79,Sunil,Online,Retail
2023-02-09,Cashews,West,22,195.84,Sunil,Online,Wholesale
2023-02-09,Raisins,West,36,313.26,Anita,Online,Retail
2023-02-09,Raisins,West,12,156.83,Ali,Offline,Wholesale
2023-02-10,Cashews,West,26,292.26,Ali,Online,Wholesale
2023-02-11,Pistachios,East,46,487.52,Ali,Online,Wholesale
2023-02-11,Walnuts,West,43,272.75,Meena,Offline,Wholesale
2023-02-12,Almonds,North,30,309.34,Anita,Offline,Retail
2023-02-12,Cashews,South,18,114.16,Ali,Online,Wholesale
2023-02-12,Cashews,East,23,191.88,Ali,Offline,Retail
2023-02-12,Walnuts,North,14,216.8,Ali,Offline,Wholesale
2023-02-13,Pistachios,West,15,167.69,Sunil,Offline,Retail
2023-02-13,Walnuts,South,17,300.34,Anita,Offline,Retail
2023-02-14,Walnuts,South,9,149.48,Raj,Offline,Retail
2023-02-14,Cashews,East,37,263.3,Meena,Offline,Wholesale
2023-02-14,Pistachios,West,49,843.35,Raj,Offline,Wholesale
2023-02-15,Raisins,West,19,233.66,Meena,Online,Wholesale
2023-02-15,Almonds,East,10,167.15,Ali,Offline,Wholesale
2023-02-16,Raisins,West,23,163.49,Sunil,Offline,Retail
2023-02-16,Raisins,North,22,385.53,Meena,Online,Wholesale
2023-02-16,Almonds,North,9,80.25,Meena,Online,Wholesale
2023-02-17,Cashews,West,24,315.68,Meena,Offline,Retail
2023-02-17,Walnuts,North,6,109.63,Raj,Online,Retail
2023-02-17,Cashews,West,8,110.6,Meena,Online,Retail
2023-02-17,Raisins,West,35,494.79,Anita,Offline,Retail
2023-02-18,Almonds,South,19,274.17,Ali,Online,Retail
2023-02-18,Walnuts,East,41,675.86,Raj,Online,Retail
2023-02-19,Almonds,East,1,5.52,Ali,Offline,Retail
2023-02-20,Almonds,West,9,59.54,Sunil,Offline,Wholesale
2023-02-20,Raisins,West,3,48.51,Sunil,Online,Retail
2023-02-20,Pistachios,East,28,551.04,Sunil,Online,Wholesale
2023-02-20,Raisins,East,16,235.86,Sunil,Offline,Retail
2023-02-21,Raisins,North,48,927.97,Meena,Offline,Retail
2023-02-21,Walnuts,North,19,154.72,Meena,Online,Wholesale
2023-02-21,Cashews,South,35,309.13,Meena,Online,Retail
2023-02-22,Raisins,North,45,867.4,Sunil,Online,Retail
2023-02-22,Walnuts,South,8,88.89,Raj,Online,Wholesale
2023-02-22,Cashews,North,45,531.96,Sunil,Offline,Retail
2023-02-22,Raisins,West,28,473.49,Ali,Online,Wholesale
2023-02-23,Pistachios,South,31,224.14,Ali,Offline,Retail
2023-02-23,Pistachios,West,25,306.19,Raj,Online,Wholesale
2023-02-23,Pistachios,North,27,503.9,Raj,Offline,Retail
2023-02-23,Walnuts,South,28,312.72,Sunil,Online,Retail
2023-02-24,Raisins,West,7,83.96,Sunil,Online,Wholesale
2023-02-24,Cashews,South,2,31.98,Ali,Online,Retail
2023-02-25,Pistachios,West,47,845.4,Raj,Offline,Retail
2023-02-25,Cashews,West,36,213.77,Ali,Offline,Retail
2023-02-25,Cashews,North,28,409.15,Meena,Online,Wholesale
2023-02-26,Cashews,South,17,256.08,Sunil,Online,Wholesale
2023-02-27,Pistachios,South,4,75.24,Anita,Offline,Wholesale
2023-02-27,Pistachios,North,27,168.8,Meena,Online,Retail
2023-02-28,Walnuts,North,38,715.17,Ali,Offline,Retail
2023-02-28,Raisins,West,44,579.9,Anita,Online,Retail
2023-02-28,Cashews,West,45,875.53,Ali,Offline,Wholesale
2023-03-01,Cashews,East,50,896.99,Meena,Offline,Retail
2023-03-01,Walnuts,East,11,74.45,Anita,Offline,Retail
2023-03-01,Pistachios,South,49,372.08,Ali,Offline,Wholesale
2023-03-01,Cashews,West,24,377.58,Ali,Offline,Retail
2023-03-02,Walnuts,North,46,318.71,Anita,Offline,Retail
2023-03-02,Raisins,East,6,103.34,Meena,Online,Wholesale
2023-03-03,Almonds,West,45,787.43,Ali,Offline,Wholesale
2023-03-03,Pistachios,East,25,285.41,Meena,Offline,Retail
2023-03-03,Pistachios,East,3,56.5,Anita,Online,Wholesale
2023-03-04,Walnuts,West,27,346.35,Meena,Offline,Retail
2023-03-04,Raisins,East,26,486.88,Ali,Offline,Wholesale
2023-03-04,Raisins,North,4,63.9,Meena,Online,Wholesale
2023-03-05,Almonds,West,24,292.85,Anita,Online,Retail
2023-03-05,Almonds,South,50,653.17,Meena,Online,Wholesale
2023-03-05,Walnuts,West,25,435.19,Meena,Online,Wholesale
2023-03-06,Pistachios,South,5,54.41,Sunil,Online,Retail
2023-03-06,Cashews,North,32,396.64,Raj,Offline,Wholesale
2023-03-07,Cashews,West,3,26.66,Raj,Offline,Retail
2023-03-07,Almonds,East,5,75.75,Ali,Offline,Wholesale
2023-03-07,Pistachios,South,4,36.81,Meena,Online,Retail
2023-03-08,Almonds,West,31,536.75,Raj,Online,Wholesale
2023-03-08,Raisins,East,31,203.26,Ali,Online,Wholesale
2023-03-08,Pistachios,South,47,595.03,Meena,Online,Wholesale
2023-03-09,Almonds,West,19,265.52,Meena,Offline,Retail
2023-03-09,Raisins,East,31,386.8,Meena,Online,Retail
2023-03-09,Pistachios,East,47,801.26,Meena,Online,Wholesale
2023-03-09,Pistachios,North,19,315.69,Raj,Online,Wholesale
2023-03-10,Cashews,East,10,125.79,Meena,Offline,Wholesale
2023-03-10,Raisins,West,12,111.47,Sunil,Offline,Retail
2023-03-10,Raisins,South,48,620.94,Anita,Offline,Retail
2023-03-10,Pistachios,North,45,587.48,Sunil,Online,Wholesale
2023-03-11,Raisins,West,50,445.11,Meena,Online,Retail
2023-03-12,Pistachios,West,33,454.2,Raj,Offline,Wholesale
2023-03-12,Walnuts,East,45,851.93,Raj,Offline,Wholesale
2023-03-12,Almonds,North,47,602.88,Raj,Offline,Wholesale
2023-03-13,Raisins,North,12,161.95,Meena,Online,Retail
2023-03-13,Almonds,West,38,448.49,Sunil,Online,Wholesale
2023-03-13,Walnuts,East,2,25.69,Anita,Offline,Retail
2023-03-13,Pistachios,West,35,563.79,Anita,Online,Wholesale
2023-03-14,Walnuts,South,10,145.75,Meena,Offline,Wholesale
2023-03-14,Walnuts,North,42,450.57,Anita,Online,Wholesale
2023-03-14,Almonds,North,22,114.89,Raj,Offline,Wholesale
2023-03-14,Walnuts,South,12,236.59,Meena,Offline,Wholesale
2023-03-15,Walnuts,North,24,260.65,Raj,Offline,Wholesale
2023-03-15,Cashews,South,33,437.1,Sunil,Online,Retail
2023-03-15,Pistachios,West,9,173.09,Raj,Offline,Wholesale
2023-03-16,Pistachios,South,50,264.84,Sunil,Offline,Retail
2023-03-16,Cashews,South,44,461.08,Raj,Online,Wholesale
2023-03-16,Pistachios,East,8,53.8,Sunil,Online,Retail
2023-03-16,Pistachios,South,43,474.32,Raj,Offline,Retail
2023-03-17,Almonds,East,28,379.95,Raj,Offline,Retail
2023-03-17,Cashews,East,10,162.74,Anita,Online,Retail
2023-03-17,Raisins,West,33,212.94,Ali,Online,Wholesale
2023-03-18,Raisins,West,38,639.17,Anita,Offline,Retail
2023-03-19,Pistachios,North,17,125.11,Meena,Online,Retail
2023-03-19,Almonds,North,35,441.92,Anita,Online,Retail
2023-03-19,Cashews,South,8,119.54,Meena,Offline,Retail
2023-03-20,Cashews,North,33,523.04,Ali,Online,Wholesale
2023-03-20,Pistachios,North,23,423.22,Sunil,Online,Wholesale
2023-03-21,Raisins,West,9,77.48,Anita,Offline,Wholesale
2023-03-21,Walnuts,East,45,666.58,Meena,Offline,Wholesale
2023-03-21,Raisins,North,22,299.92,Ali,Offline,Retail
2023-03-21,Raisins,North,17,107.26,Sunil,Offline,Retail
2023-03-22,Walnuts,North,21,160.89,Ali,Offline,Wholesale
2023-03-22,Walnuts,East,50,647.58,Anita,Offline,Wholesale
2023-03-22,Raisins,South,17,277.52,Anita,Offline,Retail
2023-03-23,Almonds,South,25,286.36,Raj,Online,Retail
2023-03-23,Raisins,North,10,97.66,Ali,Online,Retail
2023-03-23,Almonds,North,9,124.14,Raj,Offline,Wholesale
2023-03-23,Pistachios,East,46,725.45,Raj,Offline,Retail
2023-03-24,Almonds,North,42,360.33,Sunil,Online,Retail
2023-03-25,Pistachios,South,2,34.71,Anita,Online,Wholesale
2023-03-25,Almonds,North,42,411.74,Raj,Offline,Retail
2023-03-26,Cashews,North,37,402.17,Sunil,Offline,Retail
2023-03-26,Raisins,North,31,560.87,Sunil,Offline,Wholesale
2023-03-26,Raisins,East,6,97.87,Ali,Offline,Retail
2023-03-26,Raisins,North,41,728.66,Ali,Offline,Wholesale
2023-03-27,Almonds,North,38,340.79,Sunil,Offline,Retail
2023-03-27,Pistachios,East,33,299.7,Sunil,Offline,Wholesale
2023-03-27,Walnuts,South,18,245.23,Meena,Offline,Wholesale
2023-03-28,Almonds,North,12,104.25,Sunil,Online,Wholesale
2023-03-29,Walnuts,North,26,246.5,Ali,Offline,Wholesale
2023-03-30,Pistachios,South,48,506.91,Ali,Online,Retail
2023-03-30,Almonds,South,48,744.99,Ali,Offline,Wholesale
2023-03-30,Cashews,East,29,252.09,Sunil,Offline,Wholesale
2023-03-30,Pistachios,West,40,753.55,Anita,Online,Retail
2023-03-31,Almonds,South,5,68.28,Raj,Online,Retail
2023-03-31,Pistachios,West,17,118.86,Raj,Offline,Retail
2023-04-01,Raisins,East,38,729.62,Ali,Offline,Wholesale
2023-04-01,Cashews,South,49,603.47,Sunil,Online,Retail
2023-04-01,Cashews,West,21,299.08,Ali,Offline,Wholesale
2023-04-02,Walnuts,East,38,366.33,Anita,Online,Wholesale
2023-04-02,Walnuts,West,20,230.56,Sunil,Offline,Retail
2023-04-03,Raisins,West,42,663.04,Sunil,Offline,Retail
2023-04-03,Cashews,South,40,761.63,Raj,Online,Wholesale
2023-04-04,Cashews,North,16,167.6,Sunil,Online,Wholesale
2023-04-04,Almonds,East,34,502.31,Anita,Offline,Retail
2023-04-04,Raisins,North,42,830.02,Meena,Online,Retail
2023-04-04,Cashews,South,37,703.44,Ali,Online,Wholesale
2023-04-05,Cashews,East,32,594.89,Raj,Offline,Wholesale
2023-04-05,Pistachios,West,35,441.36,Raj,Online,Retail
2023-04-05,Raisins,South,30,262.69,Raj,Offline,Wholesale
2023-04-05,Almonds,East,16,114.98,Ali,Offline,Wholesale
2023-04-06,Raisins,East,12,125.98,Anita,Online,Wholesale
2023-04-06,Raisins,North,8,147.32,Sunil,Online,Retail
2023-04-06,Walnuts,North,33,272.95,Anita,Offline,Wholesale
2023-04-06,Cashews,North,17,302.84,Raj,Online,Wholesale
2023-04-07,Cashews,East,3,50.11,Anita,Offline,Retail
2023-04-08,Raisins,South,12,204.27,Sunil,Online,Retail
2023-04-09,Almonds,North,19,217.49,Raj,Online,Retail
2023-04-09,Almonds,West,26,423.9,Raj,Offline,Wholesale
2023-04-09,Pistachios,East,27,196.45,Anita,Online,Wholesale
2023-04-10,Cashews,South,10,153.08,Anita,Offline,Retail
2023-04-10,Walnuts,South,15,108.55,Anita,Online,Wholesale
2023-04-10,Almonds,East,10,121.74,Meena,Offline,Retail
2023-04-11,Almonds,South,34,490.56,Raj,Offline,Retail
2023-04-11,Almonds,North,40,766.25,Raj,Offline,Wholesale
2023-04-11,Raisins,North,8,61.68,Meena,Offline,Retail
2023-04-11,Walnuts,East,7,59.16,Sunil,Online,Wholesale
2023-04-12,Raisins,North,17,271.16,Meena,Online,Wholesale
2023-04-12,Cashews,East,37,646.84,Sunil,Offline,Wholesale
2023-04-12,Cashews,West,19,176.35,Meena,Offline,Wholesale
2023-04-13,Cashews,West,17,311.47,Sunil,Online,Wholesale
2023-04-13,Almonds,South,49,307.13,Raj,Online,Retail
2023-04-14,Pistachios,West,18,166.51,Ali,Offline,Retail
2023-04-14,Pistachios,East,41,251.22,Raj,Offline,Retail
2023-04-14,Raisins,South,31,607.87,Anita,Offline,Retail
2023-04-15,Cashews,South,36,669.07,Meena,Offline,Wholesale
2023-04-15,Pistachios,South,12,70.96,Raj,Offline,Retail
2023-04-15,Raisins,North,20,118.49,Ali,Offline,Retail
2023-04-15,Raisins,West,47,334.74,Raj,Offline,Retail
2023-04-16,Pistachios,East,26,268.71,Anita,Offline,Wholesale
2023-04-16,Almonds,East,19,269.73,Ali,Online,Wholesale
2023-04-17,Cashews,East,25,152.63,Meena,Online,Wholesale
2023-04-18,Raisins,West,10,170.05,Raj,Offline,Wholesale
2023-04-18,Almonds,South,8,111.74,Anita,Online,Wholesale
2023-04-18,Raisins,North,49,495.72,Ali,Offline,Wholesale
2023-04-19,Raisins,North,36,297.69,Anita,Online,Wholesale
2023-04-19,Cashews,West,16,198.64,Raj,Offline,Retail
2023-04-20,Pistachios,North,50,431.99,Sunil,Offline,Retail
2023-04-21,Pistachios,West,26,213.84,Sunil,Online,Wholesale
2023-04-22,Almonds,North,22,383.1,Anita,Offline,Retail
2023-04-22,Almonds,East,33,625.26,Sunil,Online,Retail
2023-04-22,Almonds,South,13,75.11,Ali,Online,Wholesale
2023-04-22,Raisins,East,31,325.64,Ali,Offline,Retail
2023-04-23,Raisins,South,43,607.73,Ali,Online,Retail
2023-04-23,Pistachios,West,7,119.01,Ali,Online,Wholesale
2023-04-24,Raisins,East,9,76.77,Meena,Offline,Wholesale
2023-04-24,Almonds,South,44,363.49,Ali,Online,Retail
2023-04-25,Walnuts,West,1,14.92,Ali,Online,Retail
2023-04-25,Walnuts,West,24,249.43,Anita,Online,Retail
2023-04-25,Walnuts,South,20,143.24,Anita,Offline,Retail
2023-04-25,Almonds,East,30,461.06,Meena,Online,Retail
2023-04-26,Raisins,West,7,132.98,Meena,Offline,Wholesale
2023-04-26,Cashews,South,30,375.12,Raj,Online,Retail
2023-04-26,Pistachios,West,17,157.9,Ali,Offline,Retail
2023-04-26,Almonds,East,1,5.18,Anita,Online,Wholesale
2023-04-27,Almonds,West,46,821.07,Anita,Offline,Retail
2023-04-27,Pistachios,South,30,153.84,Raj,Online,Wholesale
2023-04-27,Walnuts,North,45,390.53,Raj,Online,Retail
2023-04-28,Pistachios,South,4,48.82,Meena,Online,Retail
2023-04-28,Pistachios,South,36,537.47,Meena,Offline,Wholesale
2023-04-28,Walnuts,North,24,324.77,Meena,Offline,Wholesale
2023-04-29,Walnuts,North,39,524.78,Sunil,Offline,Wholesale
2023-04-30,Almonds,South,32,318.43,Ali,Offline,Retail
2023-04-30,Pistachios,South,40,634.95,Meena,Offline,Retail
2023-04-30,Almonds,East,28,324.96,Anita,Online,Retail
2023-05-01,Cashews,West,26,154.03,Meena,Offline,Retail
2023-05-02,Raisins,South,17,269.24,Sunil,Online,Wholesale
2023-05-02,Raisins,South,10,71.65,Anita,Online,Retail
2023-05-02,Almonds,East,14,225.19,Anita,Offline,Retail
2023-05-03,Cashews,South,22,305.85,Raj,Online,Retail
2023-05-03,Pistachios,North,2,39.46,Anita,Offline,Wholesale
2023-05-04,Walnuts,South,40,349.41,Meena,Offline,Retail
2023-05-04,Walnuts,West,48,403.8,Raj,Online,Retail
2023-05-04,Cashews,South,47,910.99,Anita,Offline,Wholesale
2023-05-05,Pistachios,North,6,113.42,Sunil,Offline,Wholesale
2023-05-06,Almonds,South,50,291.86,Sunil,Offline,Retail
2023-05-06,Pistachios,East,22,176.29,Raj,Offline,Retail
2023-05-06,Almonds,West,31,260.93,Meena,Offline,Retail
2023-05-07,Walnuts,East,36,202.34,Meena,Offline,Retail
2023-05-08,Cashews,South,17,114.31,Raj,Offline,Retail
2023-05-08,Almonds,South,21,383.91,Meena,Online,Wholesale
2023-05-08,Pistachios,East,9,97.46,Anita,Offline,Retail
2023-05-08,Almonds,East,5,86.76,Meena,Online,Retail
2023-05-09,Pistachios,West,6,59.65,Ali,Offline,Retail
2023-05-09,Almonds,West,35,360.66,Ali,Offline,Retail
2023-05-10,Cashews,North,22,359.32,Ali,Online,Retail
2023-05-10,Raisins,West,21,401.63,Sunil,Offline,Retail
2023-05-11,Almonds,West,21,419.11,Meena,Online,Retail
